Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Prog,Dribbles_Succ,Dribbles_Att,PlayerID,NationID,SquadID,MatchID,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Medium_Cmp,Medium_Att,Long_Cmp,Long_Att,xA,KP,1/3,PPA,CrsPA,Prog,Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Tkl+Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Itziar Pinillos,16,,WB,21-361,87,0,0,0,0,1,0,0,0,66,2,0,2,0.1,0.1,0.0,2,0,37,55,2,0,2,fa2ad5a0,,89818574,87c755cd,37,55,510,238,25,28,11,18,1,7,0.0,1,2,0,0,2,55,40,15,0,0,0,1,15,0,0,0,0,37,0,2,2,1,2,0,0,1,3,2,2,0,2,2,1,0,66,2,20,31,18,2,66,1,1,30,4,0,1,2,0,1,1,0,0,0,10,0,2
Aída Esteve,15,,WB,21-189,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,e249a101,,89818574,87c755cd,1,1,37,10,0,0,0,0,1,1,0.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aldana Cometti,6,ar ARG,CB,26-198,90,0,0,0,0,0,0,0,0,51,0,1,2,0.0,0.0,0.0,0,0,31,44,2,0,0,41ccf1ac,ARG,89818574,87c755cd,31,44,802,403,7,11,17,20,7,12,0.0,0,4,0,0,2,44,39,4,3,0,1,0,1,0,0,0,0,31,1,2,0,0,0,0,0,0,1,1,2,1,1,1,2,0,51,4,32,20,0,0,51,0,2,22,0,0,3,0,0,0,0,0,0,0,9,0,1
Lauren,4,br BRA,CB,20-004,90,0,0,0,0,0,0,0,0,52,1,0,1,0.0,0.0,0.0,0,0,32,42,2,0,0,9dde3aba,BRA,89818574,87c755cd,32,42,769,374,4,7,22,27,6,8,0.0,0,2,0,0,2,42,38,4,4,0,0,0,0,0,0,0,0,32,0,1,1,1,0,0,1,0,0,0,1,1,0,1,6,0,52,12,41,10,1,0,52,0,0,26,0,0,0,0,1,0,1,0,0,0,3,5,3
Sandra Villafañe,26,,CB,16-364,90,0,0,0,0,0,0,0,0,63,5,2,0,0.0,0.0,0.0,1,0,40,53,3,0,0,1a1687d2,,89818574,87c755cd,40,53,829,373,8,13,26,29,6,8,0.0,0,4,0,0,3,53,48,5,3,0,0,0,2,0,0,0,0,40,0,4,5,3,4,1,0,4,4,0,0,0,0,7,4,0,63,2,38,26,1,0,63,1,0,34,0,0,3,0,0,0,3,0,0,0,5,3,0
Paola Ulloa,1,,GK,25-265,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,15,21,0,0,0,27c88dfc,,89818574,87c755cd,15,21,392,211,3,3,6,6,6,12,0.0,0,0,0,0,0,21,12,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,22,0,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
Synne Jensen,20,no NOR,FW,26-214,90,1,0,0,0,1,1,0,0,32,0,0,0,0.1,0.1,0.1,3,0,21,26,2,2,4,0fb6be65,NOR,c21f25d3,abfde9d9,21,26,380,71,11,12,4,5,5,5,0.2,2,1,1,1,2,26,23,2,1,0,0,1,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,18,13,4,32,2,1,26,4,0,0,2,1,1,0,0,0,0,1,1,0
Nerea Eizaguirre,10,es ESP,LW,22-256,79,0,1,0,0,4,1,0,0,58,4,0,0,0.2,0.2,0.3,7,1,34,45,4,2,2,7e9faac9,ESP,c21f25d3,abfde9d9,34,45,695,183,9,13,20,23,4,7,0.5,4,2,2,1,4,45,41,3,1,0,2,3,0,2,2,0,0,34,1,0,4,4,0,2,2,2,2,0,0,0,0,4,0,0,58,0,10,26,22,7,58,5,3,46,3,0,0,1,0,3,4,0,0,0,5,0,0
Cecilia Marcos,11,,LW,20-318,11,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,2,0,0,4592dd7c,,c21f25d3,abfde9d9,4,6,76,39,1,1,3,5,0,0,0.0,0,1,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Sanni Franssi,9,fi FIN,RW,27-182,70,0,0,0,0,2,1,0,0,33,2,0,1,0.2,0.2,0.0,1,0,20,25,1,0,1,eb7a2b29,FIN,c21f25d3,abfde9d9,20,25,283,60,16,18,2,3,2,2,0.1,1,1,0,0,1,25,25,0,0,0,0,0,0,0,0,0,0,20,0,1,2,1,1,1,0,2,3,1,1,0,1,2,0,0,33,0,5,14,14,3,33,2,0,22,6,0,0,0,1,0,1,0,0,0,5,0,0
Amaiur Sarriegi,7,es ESP,RW,21-278,20,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,0,0,7,9,1,0,3,924c6a21,ESP,c21f25d3,abfde9d9,7,9,73,33,6,6,1,3,0,0,0.0,0,2,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,0,5,5,4,1,14,1,1,10,3,0,0,0,0,0,0,0,0,0,5,0,0
Gabriela García,16,ve VEN,LM,25-168,70,0,0,0,0,3,0,0,0,31,0,2,1,0.2,0.2,0.0,1,0,17,22,0,1,1,4ddfe96c,VEN,c21f25d3,abfde9d9,17,22,283,58,8,10,7,8,2,3,0.0,1,1,0,0,0,22,22,0,0,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,31,1,5,15,11,1,31,1,0,19,2,0,2,0,0,1,0,0,0,0,4,2,0
Andreia Jacinto,19,pt POR,LM,20-101,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,7,9,0,0,0,7bcd77cf,POR,c21f25d3,abfde9d9,7,9,110,33,5,6,1,1,1,2,0.0,0,0,0,0,0,9,8,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,6,3,0,12,3,1,10,3,0,0,0,0,0,0,0,0,0,1,1,0
Gemma Gili,21,es ESP,CM,28-119,90,0,0,0,0,1,0,0,0,52,1,2,0,0.0,0.0,0.1,4,1,37,47,4,0,0,20c7b4de,ESP,c21f25d3,abfde9d9,37,47,513,246,23,26,10,12,2,5,0.2,2,5,1,0,4,47,45,2,1,0,0,1,0,1,1,0,0,37,0,1,1,0,0,1,0,1,1,0,0,0,0,3,1,0,52,1,21,12,20,1,52,0,1,39,3,0,2,0,0,1,0,0,0,0,5,0,1
Maddi Torre,5,,RM,26-171,90,0,0,0,0,1,0,0,0,64,1,3,1,0.0,0.0,0.0,1,0,40,52,3,0,0,c9f131f8,,c21f25d3,abfde9d9,40,52,698,170,18,25,18,20,4,7,0.0,0,5,0,0,3,52,51,1,1,0,0,0,0,0,0,0,0,40,0,0,1,1,0,1,0,1,2,1,1,0,1,4,2,0,64,6,22,33,9,0,64,2,0,37,0,0,1,1,0,0,1,0,0,0,9,2,0
Alejandra Bernabe,23,es ESP,LB,20-309,90,0,0,0,0,0,0,0,0,78,1,1,1,0.0,0.0,0.1,4,0,54,67,2,2,5,daeee8a9,ESP,c21f25d3,abfde9d9,54,67,790,404,30,32,19,25,2,4,0.1,1,1,0,0,2,67,50,17,2,0,0,2,14,1,0,0,0,54,0,2,1,1,0,0,1,1,1,0,1,0,1,2,0,0,78,1,37,25,16,2,78,1,1,41,2,0,1,1,0,2,1,0,0,0,11,0,0
Manuela Vanegas,22,co COL,CB,21-312,79,0,0,0,0,0,0,1,0,71,1,1,0,0.0,0.0,0.0,0,0,58,68,1,0,0,7bc9579b,COL,c21f25d3,abfde9d9,58,68,1174,450,15,16,36,41,6,8,0.0,0,0,0,0,1,68,67,1,1,0,2,0,0,0,0,0,0,58,0,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,71,14,49,21,1,0,71,0,0,51,0,0,1,0,0,0,1,0,0,0,4,1,0
Ana Tejada,3,es ESP,CB,20-107,11,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,12,14,0,0,0,93504985,ESP,c21f25d3,abfde9d9,12,14,238,104,3,3,8,9,1,1,0.0,0,0,0,0,0,14,13,1,1,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,13,2,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0
Michaela Specht,4,de GER,CB,25-214,90,0,0,0,0,0,0,0,0,67,1,0,0,0.0,0.0,0.0,0,0,52,63,1,0,0,06a0b963,GER,c21f25d3,abfde9d9,52,63,1011,242,22,22,24,28,6,12,0.0,0,1,0,0,1,63,59,4,4,0,0,0,0,0,0,0,0,52,0,0,1,0,0,1,0,1,1,0,0,0,0,1,2,0,67,14,47,20,0,0,67,0,0,48,0,0,0,0,0,0,0,0,0,0,7,2,0
Jade Le Guilly,12,fr FRA,RB,20-091,71,0,0,0,0,0,0,0,0,51,4,2,0,0.0,0.0,0.1,2,0,35,43,6,1,3,937e27c5,FRA,c21f25d3,abfde9d9,35,43,658,364,13,14,19,20,3,8,0.0,1,7,0,0,6,43,30,13,0,0,0,2,13,0,0,0,0,35,0,1,4,4,1,3,0,3,3,0,0,0,0,6,0,0,51,2,15,28,9,0,51,0,1,27,2,0,0,0,0,2,4,0,0,0,5,0,1
Allegra Poljak,17,rs SRB,RB,23-224,19,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,15,23,1,0,0,5485206d,SRB,c21f25d3,abfde9d9,15,23,275,160,7,8,6,9,2,4,0.0,0,0,1,0,1,23,18,5,0,0,0,0,5,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,9,5,7,0,21,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0
Elene Lete,13,es ESP,GK,20-133,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,33,49,0,0,0,f80fa3e9,ESP,c21f25d3,abfde9d9,33,49,680,300,12,12,13,15,7,20,0.0,0,0,0,0,0,49,42,7,1,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,49,50,0,0,0,50,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0
Belén Martínez,7,,FW,33-297,71,0,0,0,0,1,1,0,0,23,1,0,2,0.0,0.0,0.0,0,0,7,13,0,0,2,7e31d872,,7a7bef84,abfde9d9,7,13,101,5,3,5,4,7,0,0,0.0,0,0,0,0,0,13,11,1,0,0,0,1,0,0,0,0,0,7,1,0,1,1,0,0,1,0,0,0,2,0,2,1,0,0,23,0,3,7,13,3,23,3,1,13,3,0,0,0,3,1,1,0,0,0,3,0,1
Fatoumata Kanteh,10,,FW,25-077,19,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,4,13,0,0,0,06c27ef8,,7a7bef84,abfde9d9,4,13,76,35,3,3,0,2,1,5,0.0,0,0,0,0,0,13,11,2,1,0,1,4,1,0,0,0,0,4,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,14,0,2,7,6,0,14,0,0,7,2,0,0,0,0,4,1,0,0,0,3,0,0
Estefanía Lima,8,,LW,33-129,45,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,6,14,1,0,1,ec6de98d,,7a7bef84,abfde9d9,6,14,91,65,3,5,2,2,1,4,0.0,0,1,1,1,1,14,12,0,0,0,0,1,0,0,0,0,0,6,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,16,2,4,8,4,0,16,0,1,11,0,0,0,0,0,1,0,0,0,0,3,1,1
Iglesias De La Cruz,11,es ESP,LW,19-018,45,0,0,0,0,0,0,0,0,25,1,0,1,0.0,0.0,0.0,0,0,14,20,1,0,1,d5195e84,ESP,7a7bef84,abfde9d9,14,20,181,21,9,10,3,5,1,3,0.0,0,0,0,0,1,20,17,3,2,0,0,3,0,1,1,0,0,14,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,25,0,5,12,8,0,25,1,0,14,1,0,0,0,0,3,1,0,0,0,4,0,0
Sheila Guijarro,9,,RW,25-356,90,0,0,0,0,1,0,0,0,24,0,0,0,0.1,0.1,0.1,0,0,17,18,0,0,1,b75a6a51,,7a7bef84,abfde9d9,17,18,267,73,10,11,3,3,3,3,0.0,1,0,0,0,0,18,17,1,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,1,3,8,13,3,24,2,1,19,5,0,0,1,2,0,0,0,0,0,2,0,2
María Llompart,12,,LM,21-333,62,0,0,0,0,0,0,0,0,23,1,1,0,0.0,0.0,0.0,1,0,13,19,1,1,2,7f9fb342,,7a7bef84,abfde9d9,13,19,176,32,5,7,5,7,1,2,0.0,0,2,0,0,1,19,18,0,0,0,0,0,0,0,0,0,0,13,1,0,1,1,1,0,0,0,1,1,0,0,0,2,0,0,23,1,2,13,8,0,23,2,0,13,1,0,2,2,0,0,1,0,0,0,4,0,2
Rocío García,21,,LM,20-362,28,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,3,3,0,0,1,56810b51,,7a7bef84,abfde9d9,3,3,27,1,2,2,0,0,0,0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,3,4,0,7,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
Paola Soldevila,18,,CM,25-284,90,0,0,0,0,1,0,0,0,49,2,3,4,0.1,0.1,0.0,0,0,30,39,3,0,1,469420ca,,7a7bef84,abfde9d9,30,39,584,218,14,17,11,13,5,6,0.0,0,5,1,1,3,39,37,2,2,0,0,1,0,0,0,0,0,30,0,0,2,0,1,1,0,0,2,2,4,2,2,5,0,0,49,2,10,32,7,1,49,0,0,28,2,0,2,0,0,1,0,0,0,0,8,0,0
Ainoa Campo,20,,RM,26-092,71,0,0,0,0,1,1,0,0,32,2,2,0,0.0,0.0,0.0,2,0,14,26,0,0,1,93aa95a3,,7a7bef84,abfde9d9,14,26,260,95,4,6,10,14,0,1,0.1,0,2,1,1,0,26,24,2,0,0,0,2,0,0,0,0,0,14,0,1,2,1,1,0,1,1,2,1,0,0,0,4,0,0,32,2,11,16,5,2,32,3,0,16,2,0,0,1,0,2,1,0,0,0,6,0,0
Cienfu,6,,RM,21-162,19,0,0,0,0,0,0,0,0,10,0,1,1,0.0,0.0,0.0,0,0,4,7,0,0,0,97d28a0b,,7a7bef84,abfde9d9,4,7,57,14,3,4,0,1,1,1,0.0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,10,0,1,6,3,0,10,0,0,6,1,0,0,1,1,0,0,0,0,0,1,0,0
Yenifer Giménez,5,ve VEN,LB,26-137,90,0,0,0,0,0,0,1,0,45,5,1,2,0.0,0.0,0.0,0,0,21,30,2,1,2,b0cf1db5,VEN,7a7bef84,abfde9d9,21,30,323,174,12,14,7,9,1,5,0.1,0,1,1,0,2,30,20,10,0,0,3,2,10,0,0,0,0,21,0,1,5,2,3,2,0,4,5,1,2,1,1,6,5,0,45,5,15,22,8,1,45,1,0,12,0,0,1,0,0,2,2,0,0,0,4,0,0
Cristina Cubedo,3,,CB,22-331,90,0,0,0,0,0,0,0,0,46,2,0,1,0.0,0.0,0.0,1,0,26,39,3,0,0,3bca50c0,,7a7bef84,abfde9d9,26,39,441,223,14,14,10,17,2,6,0.0,0,1,0,0,3,39,33,4,2,0,0,0,0,0,0,0,0,26,2,0,2,2,2,0,0,2,3,1,1,0,1,2,4,0,46,10,32,15,1,1,46,1,0,20,1,0,0,1,0,0,2,0,0,0,11,1,2
Lara Mata,22,,CB,29-211,90,0,0,0,0,0,0,0,0,33,1,3,1,0.0,0.0,0.0,1,0,16,27,2,0,0,ecf1f2a5,,7a7bef84,abfde9d9,16,27,398,260,3,4,10,15,3,8,0.0,1,3,1,0,2,27,27,0,0,0,0,0,0,0,0,0,0,16,0,0,1,1,1,0,0,1,1,0,1,0,1,4,1,0,33,3,16,15,2,0,33,0,0,15,0,0,2,0,0,0,1,0,0,1,8,0,0
Nerea Pérez Machado,14,es ESP,RB,28-249,86,0,0,0,0,0,0,0,0,58,4,1,1,0.0,0.0,0.0,0,0,27,46,6,0,1,6041cdeb,ESP,7a7bef84,abfde9d9,27,46,395,228,16,21,9,16,2,8,0.0,0,5,1,1,6,46,36,10,0,0,0,3,10,0,0,0,0,27,0,0,4,2,3,1,0,3,3,0,1,0,1,5,2,0,58,6,15,25,19,0,58,0,1,25,0,0,0,2,0,3,2,0,0,0,11,0,1
Mar Imbergamo,32,,RB,19-310,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,d1a76823,,7a7bef84,abfde9d9,1,1,17,0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Elena de Toro,1,,GK,25-229,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,18,27,0,0,0,ac649acb,,7a7bef84,abfde9d9,18,27,438,354,5,5,5,5,6,14,0.0,0,0,0,0,0,27,18,8,3,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,16,28,1,0,0,29,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0
Esther González,10,es ESP,FW,29-283,73,0,0,0,0,3,1,0,0,24,0,0,0,0.1,0.1,0.0,1,0,9,16,0,2,3,8f146dff,ESP,54582b93,d0329f46,9,16,151,11,4,4,5,8,0,1,0.0,0,1,0,0,0,16,13,1,0,0,0,3,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,13,2,24,2,0,13,2,0,1,0,1,3,0,0,0,0,3,1,0
Nahikari García,9,es ESP,FW,25-191,17,1,0,0,0,3,2,0,0,5,0,0,1,0.8,0.8,0.0,1,1,1,1,0,1,1,b7defb34,ESP,54582b93,d0329f46,1,1,22,0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,1,4,3,5,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0
Caroline Møller,16,dk DEN,LW,23-272,49,0,0,0,0,2,0,0,0,32,1,0,1,0.2,0.2,0.0,1,0,15,23,2,0,2,e5cf9043,DEN,54582b93,d0329f46,15,23,241,64,9,11,4,6,2,3,0.0,0,2,0,0,2,23,23,0,0,0,0,1,0,0,0,0,0,15,0,3,1,1,0,0,1,0,0,0,1,0,1,1,0,0,32,2,2,16,14,1,32,2,0,26,0,0,1,0,0,1,1,0,0,0,1,1,0
Claudia Zornoza,21,es ESP,CM,31-332,41,0,0,0,0,1,0,0,0,32,1,0,0,0.0,0.0,0.3,3,0,22,29,6,1,1,82f12690,ESP,54582b93,d0329f46,22,29,467,173,5,6,13,13,4,8,0.1,1,5,1,0,6,29,26,2,0,0,0,1,1,1,1,0,0,22,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,32,1,6,19,8,0,32,1,1,26,4,0,0,0,0,1,1,0,0,0,5,0,0
Athenea del Castillo,22,es ESP,"RW,LW",21-328,90,0,0,0,0,1,0,0,0,40,4,0,0,0.1,0.1,0.4,4,1,23,33,2,6,8,cd031048,ESP,54582b93,d0329f46,23,33,346,104,15,16,7,12,1,2,0.2,2,2,2,1,2,33,32,0,0,1,0,5,0,0,0,0,0,23,1,2,4,2,1,1,2,0,2,2,0,0,0,4,0,0,40,0,2,16,23,6,40,1,0,35,9,0,1,1,3,5,2,0,0,0,3,0,0
Caroline Weir,11,sct SCO,"LM,RW",27-089,90,0,0,0,0,0,0,0,0,59,0,2,1,0.0,0.0,0.1,3,0,41,50,4,0,1,b30c8ad2,SCO,54582b93,d0329f46,41,50,595,105,25,26,15,16,1,1,0.2,2,3,1,1,4,50,46,1,1,0,0,2,0,0,0,0,0,41,3,3,0,0,0,0,0,0,1,1,1,0,1,2,0,0,59,0,4,28,27,2,59,2,2,50,9,0,0,2,1,2,0,0,0,0,8,0,1
Teresa Abilleira,3,es ESP,"CM,LM",22-251,73,1,0,0,0,1,1,0,0,48,2,2,0,0.1,0.1,0.0,1,0,35,39,2,0,0,46f75f0c,ESP,54582b93,d0329f46,35,39,582,127,17,18,16,17,2,3,0.0,0,6,0,0,2,39,38,0,0,0,0,0,0,0,0,0,0,35,1,0,2,2,0,1,1,0,1,1,0,0,0,4,1,0,48,1,7,36,5,0,48,2,0,30,2,0,1,0,0,0,2,0,0,0,7,0,1
Maite Oroz,8,es ESP,LM,24-176,17,0,1,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.1,1,1,12,13,2,0,0,f4cdd292,ESP,54582b93,d0329f46,12,13,181,51,7,7,3,4,1,1,0.0,1,2,0,0,2,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,2,7,6,0,15,1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0
Sandie Toletti,6,fr FRA,RM,27-066,90,0,0,0,0,2,2,0,0,72,2,2,1,0.3,0.3,0.3,1,0,51,60,8,1,1,7ea4e1eb,FRA,54582b93,d0329f46,51,60,980,354,24,25,15,18,9,14,0.0,1,8,2,0,8,60,59,1,0,0,1,2,0,1,1,0,0,51,0,0,2,2,0,1,1,0,0,0,1,0,1,4,0,0,72,0,14,43,16,1,72,4,0,58,2,0,1,0,2,2,2,0,0,0,8,0,0
Sofie Svava,23,dk DEN,LB,22-037,90,0,0,0,0,1,0,0,0,70,4,1,1,0.0,0.0,0.2,2,0,49,62,3,2,4,c4a096ef,DEN,54582b93,d0329f46,49,62,745,256,30,33,16,19,2,5,0.3,2,4,1,1,3,62,47,15,1,0,0,4,14,0,0,0,0,49,0,2,4,2,3,1,0,0,2,2,1,0,1,5,1,0,70,2,15,34,22,0,70,0,0,35,2,0,0,0,0,4,2,0,0,0,5,0,0
Ivana Andrés,5,es ESP,CB,28-066,90,0,0,0,0,0,0,0,0,74,0,2,1,0.0,0.0,0.1,1,0,56,64,5,0,0,d0309b28,ESP,54582b93,d0329f46,56,64,1232,546,10,11,36,40,10,13,0.0,1,6,0,0,5,64,62,2,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,0,74,6,35,39,0,0,74,1,1,54,0,0,0,1,0,0,0,0,0,0,6,0,1
Kathellen,14,br BRA,CB,26-144,90,0,0,0,0,0,0,0,0,68,0,1,1,0.0,0.0,0.0,0,0,50,57,1,0,0,08b5ed2e,BRA,54582b93,d0329f46,50,57,1115,487,11,11,31,34,8,11,0.0,0,3,0,0,1,57,54,3,3,0,1,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3,0,68,9,40,28,0,0,68,1,0,48,0,0,0,0,0,0,0,0,0,0,3,3,0
Lucía Rodríguez,18,es ESP,RB,23-116,90,0,0,0,0,0,0,0,0,73,1,3,4,0.0,0.0,0.0,3,0,61,70,4,1,2,9d8f244b,ESP,54582b93,d0329f46,61,70,982,350,27,29,31,33,1,3,0.2,0,6,0,0,4,70,53,17,1,0,0,0,16,0,0,0,0,61,0,3,1,1,0,1,0,0,0,0,4,3,1,4,0,0,73,5,19,47,8,1,73,0,0,42,1,0,0,0,0,0,1,0,0,0,8,1,0
Misa Rodríguez,1,es ESP,GK,23-057,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,29,35,0,0,0,c165d140,ESP,54582b93,d0329f46,29,35,734,534,9,9,12,12,8,14,0.0,0,1,0,0,0,35,26,9,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,33,37,0,0,0,37,0,0,12,0,0,0,1,0,0,0,0,0,0,5,0,0
Ana Marcos,17,es ESP,FW,22-070,90,0,0,0,0,3,1,0,0,20,1,0,2,0.2,0.2,0.0,0,0,8,11,0,1,1,09bbe355,ESP,f96ff499,d0329f46,8,11,116,9,5,7,3,3,0,1,0.0,0,0,0,0,0,11,8,3,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,1,0,2,2,2,0,2,1,0,0,20,0,0,9,11,3,20,1,0,8,3,0,2,0,1,0,1,0,0,0,1,0,3
Macarena Portales,11,es ESP,LW,24-046,90,0,0,0,0,1,0,0,0,38,1,1,1,0.0,0.0,0.0,3,0,16,29,4,2,2,277764c1,ESP,f96ff499,d0329f46,16,29,268,91,5,7,11,17,0,3,0.0,1,3,0,0,4,29,28,0,0,0,0,2,0,0,0,0,0,16,1,2,1,0,0,1,0,0,1,1,1,0,1,2,0,0,38,0,5,21,12,2,38,5,5,25,3,0,0,0,0,2,0,0,0,0,8,0,0
Asun Martínez,9,,RW,20-209,71,0,0,0,0,3,0,0,0,20,1,0,0,0.2,0.2,0.0,2,0,12,13,0,2,2,6d0122d9,,f96ff499,d0329f46,12,13,234,14,3,4,8,8,1,1,0.0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,20,0,3,9,9,4,20,2,1,13,4,0,0,2,2,0,0,0,0,0,5,0,1
Ivonne Chacón,16,co COL,RW,24-340,19,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,fde686b3,COL,f96ff499,d0329f46,1,1,11,0,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
