Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Passes_Cmp,Passes_Att,Passes_TotDist,Passes_PrgDist,KP,LastThird,PPA,CrsPA,Tkl,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Clr,Err,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Receiving_Rec,Receiving_Prog,Subs,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Jackie Groenen,nl NED,"MF,FW",Paris S-G,27-359,1994,8,6,462,1,2,0,0,1,0,0.2,0.2,0.6,6698c9f0,80595417,3,2,20.3,0,0.08,+0.8,+0.8,0,256,3558,1048,8,30,9,2,10,4,4,2,6,1,5,2,1,0,308,3,31,174,103,5,308,3,7,229,26,0,5,,,,,,,,,,0,6,3,0,7,8,0,0,34,1,4
Sofia Guellati,dz ALG,"MF,DF",Rodez,30-155,1992,10,7,673,1,0,1,1,1,0,0.5,0.5,0.4,8e6b4287,700c41b4,8,3,24.0,1,0.06,-0.5,-0.5,0,283,3255,1802,5,30,4,2,10,6,2,2,16,2,14,10,8,1,361,21,136,177,49,8,361,4,6,210,5,2,0,1.30,15,13,+2,+0.64,9.0,12.2,-3.1,+0.18,0,7,5,0,3,6,0,0,49,6,5
Angel Gurhem,fr FRA,"MF,FW",Guingamp,18-152,2004,2,0,33,0,0,0,0,0,0,0.0,0.0,0.0,ff326813,abc4f6d7,0,0,,0,,0.0,0.0,0,8,65,5,0,0,0,0,3,1,1,1,1,0,1,0,0,0,12,0,4,3,5,1,12,0,0,5,1,6,0,0.56,4,4,0,+2.77,3.1,7.3,-4.1,+1.05,0,2,0,0,0,2,0,0,1,0,0
Amanda Gutierres,br BRA,FW,Bordeaux,21-268,2001,10,6,402,0,0,0,0,1,0,1.6,1.6,0.2,9aef86d6,69dee2b0,17,9,16.5,0,0.10,-1.6,-1.6,0,102,1195,200,3,5,0,0,2,0,2,0,5,1,4,1,2,0,171,2,10,90,76,19,171,6,13,134,24,2,4,2.00,0,0,0,-1.63,0.1,0.0,0.0,-1.34,0,6,20,2,4,1,0,0,18,12,12
Marion Haelewyn,fr FRA,DF,Bordeaux,18-042,2004,9,9,789,0,0,0,0,3,0,0.0,0.0,0.1,4efb8e7a,69dee2b0,1,1,8.5,0,0.03,0.0,0.0,0,356,5326,2790,1,23,1,0,8,7,1,0,6,3,3,17,27,0,416,53,275,133,14,5,416,0,1,223,1,1,0,1.60,17,12,+5,+0.56,12.3,10.4,+1.9,-0.10,0,7,2,0,3,7,0,0,62,2,7
Yasmine Hall,ca CAN,DF,Rodez,24-207,1998,9,3,327,0,0,0,0,1,0,0.5,0.5,0.0,8e332ca8,700c41b4,4,1,12.0,0,0.14,-0.5,-0.5,0,127,1302,833,0,4,0,0,18,15,1,2,10,1,9,7,1,0,171,10,84,58,30,7,171,4,10,56,9,3,0,2.60,18,5,+13,-0.33,16.1,3.1,+12.9,+0.24,0,5,2,1,3,12,0,0,30,3,0
Kheira Hamraoui,fr FRA,MF,Paris S-G,32-332,1990,5,4,329,0,0,0,0,2,0,0.7,0.7,0.0,d8bd49ae,80595417,8,1,23.0,0,0.08,-0.7,-0.7,0,270,4241,1133,1,30,3,0,11,1,10,0,6,1,5,12,1,0,320,6,62,220,40,5,320,2,3,223,3,0,2,2.33,8,0,+8,+1.05,5.5,0.6,+4.9,-0.09,0,8,2,0,0,9,0,0,38,1,2
Manon Heil,fr FRA,GK,Fleury,25-275,1997,11,11,989,0,0,0,0,0,0,0.0,0.0,0.0,e617f92c,4fcc2996,0,0,,0,,0.0,0.0,0,359,6350,4226,1,2,0,0,0,0,0,0,0,0,0,0,3,0,375,298,372,3,1,0,375,0,0,173,1,0,1,,,,,,,,,,0,0,4,0,0,0,0,0,16,0,0
Jenna Hellstrom,ca CAN,"MF,FW",Dijon,27-253,1995,6,4,387,0,1,0,0,1,0,0.1,0.1,1.2,ffd2aa53,68f9fd31,3,1,21.5,0,0.05,-0.1,-0.1,0,96,1141,238,5,2,3,2,6,2,3,1,2,0,2,3,3,1,132,6,43,48,43,6,132,2,10,90,23,3,0,0.80,4,22,-18,+2.16,6.8,20.1,-13.3,+0.03,0,8,1,5,11,5,0,0,18,0,0
Amandine Henry,fr FRA,"MF,DF",Lyon,33-074,1989,8,8,696,0,0,0,0,2,0,0.6,0.6,0.8,eb24542f,7f2012ad,9,2,25.3,0,0.06,-0.6,-0.6,0,512,8818,2813,14,68,12,1,20,4,13,3,2,0,2,19,2,1,577,10,107,352,123,7,577,3,4,396,18,6,0,1.36,7,11,-4,-1.27,6.3,7.1,-0.8,-0.56,0,14,6,0,12,11,0,0,72,13,4
Amandine Herbert,fr FRA,FW,Bordeaux,20-021,2002,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,a441232d,69dee2b0,0,0,,0,,0.0,0.0,0,4,81,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,5,1,0,6,0,0,3,0,3,0,1.50,7,5,+2,+0.76,3.9,4.7,-0.9,+0.32,0,0,0,0,0,0,0,0,1,0,0
Melissa Herrera,cr CRC,MF,Bordeaux,26-062,1996,4,1,152,0,1,0,0,0,0,0.0,0.0,0.5,feef52af,69dee2b0,0,0,,0,,0.0,0.0,0,81,852,314,5,5,4,3,7,2,4,1,3,0,3,3,0,0,97,1,11,41,46,2,97,2,4,65,7,0,0,1.25,5,4,+1,-0.94,4.2,3.3,+0.9,-0.43,0,3,0,0,14,5,0,0,15,0,2
Fanny Hoarau,fr FRA,DF,Le Havre,28-158,1994,9,5,462,0,1,0,0,0,0,0.0,0.0,0.3,ebcf4ef2,c57b7254,0,0,,0,,0.0,0.0,0,184,1792,1196,2,5,1,1,15,12,2,1,6,3,3,12,14,0,233,28,107,87,39,2,233,2,2,80,1,0,0,1.80,17,9,+8,,16.5,9.5,+7.0,+0.32,0,3,1,0,7,12,0,0,37,4,1
Emma Holmgren,se SWE,GK,Lyon,25-212,1997,2,2,180,0,0,0,0,0,0,0.0,0.0,0.0,6a3e025f,7f2012ad,0,0,,0,,0.0,0.0,0,34,697,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,35,0,0,0,35,0,0,23,0,0,1,0.78,5,27,-22,+1.56,7.5,20.8,-13.2,,0,0,0,0,0,0,0,0,5,0,0
Lindsey Horan,us USA,"MF,FW",Lyon,28-199,1994,9,7,588,4,1,0,0,1,0,2.2,2.2,1.0,a8a538a8,7f2012ad,24,8,17.7,6,0.09,+1.8,+1.8,0,375,4873,1507,11,39,8,3,9,3,4,2,1,0,1,5,1,0,432,2,40,212,181,28,432,9,10,318,38,2,0,2.50,10,6,+4,-1.69,7.6,2.2,+5.4,-0.92,0,5,6,0,12,5,0,0,36,13,4
Oceane Hurtre,fr FRA,"MF,FW",Dijon,18-297,2004,10,7,626,0,2,0,0,2,0,0.6,0.6,1.5,16d4e9a9,68f9fd31,9,3,24.1,1,0.06,-0.6,-0.6,0,283,3332,1169,11,11,11,5,11,4,4,3,10,3,7,7,8,0,359,10,72,204,87,6,359,8,20,238,23,0,2,,,,,,,,,,0,12,18,1,20,7,0,0,46,8,5
Amanda Ilestedt,se SWE,DF,Paris S-G,29-328,1993,10,9,802,0,0,0,0,1,0,0.5,0.5,0.3,93514385,80595417,5,2,10.9,0,0.10,-0.5,-0.5,0,668,11404,5026,6,63,7,0,17,11,4,2,5,4,1,20,12,0,736,40,309,405,23,6,736,2,2,532,2,3,0,0.50,3,15,-12,-0.81,6.2,13.1,-6.9,-0.90,0,12,3,0,0,12,0,0,70,12,6
Inès Jaurena,fr FRA,DF,Lyon,31-211,1991,4,3,298,0,1,0,0,1,0,0.0,0.0,0.1,864383e7,7f2012ad,0,0,,0,,0.0,0.0,0,223,3297,1121,1,13,4,3,5,3,2,0,3,1,2,7,1,0,238,3,52,144,43,1,238,0,0,163,4,2,1,0.00,0,0,0,+1.45,0.2,0.5,-0.3,-0.27,0,2,2,0,7,2,0,0,30,1,0
Oriane Jean-François,fr FRA,MF,Paris S-G,21-119,2001,10,9,777,1,2,0,0,0,0,0.3,0.3,0.3,87c4fdaf,80595417,12,7,23.5,0,0.03,+0.7,+0.7,0,654,9509,2452,6,60,5,0,15,4,9,2,8,0,8,12,4,0,726,3,103,507,118,13,726,3,5,556,11,4,1,1.50,6,4,+2,+0.91,6.0,4.3,+1.7,+0.44,0,10,14,0,1,12,0,0,58,13,7
Emmy Jezequel,fr FRA,DF,Guingamp,21-293,2001,10,10,872,0,0,0,0,0,0,0.5,0.5,0.0,eb9cc62a,abc4f6d7,3,2,10.9,0,0.17,-0.5,-0.5,0,440,7242,3526,1,18,0,0,13,9,4,0,10,6,4,14,28,2,517,58,356,150,15,3,517,1,5,335,2,0,0,1.33,10,11,-1,-0.11,8.9,8.7,+0.2,-0.43,0,0,1,0,3,8,0,0,45,11,6
Janista Jinantuya,th THA,"MF,FW",Soyaux,19-093,2003,5,3,252,0,0,0,0,0,0,0.1,0.1,0.0,2ad779c5,b54d31b3,1,0,11.5,0,0.07,-0.1,-0.1,0,46,421,130,0,3,0,0,4,2,1,1,2,0,2,3,0,0,68,1,17,32,19,3,68,2,4,48,7,6,1,0.56,4,6,-2,+1.33,4.1,4.4,-0.3,+0.87,0,2,5,0,1,3,0,0,9,2,2
Lou Joly,fr FRA,MF,Stade de Reims,20-241,2002,8,5,449,0,0,0,0,0,0,0.0,0.0,0.5,0fee9f6d,e3696882,1,0,34.4,0,0.01,0.0,0.0,0,202,3126,1363,4,18,3,1,12,6,5,1,4,2,2,9,10,0,251,15,116,125,15,2,251,2,7,134,4,1,0,2.60,6,0,+6,+0.07,4.6,1.8,+2.9,-1.13,0,6,3,0,2,8,0,0,54,2,3
Sally Julini,ch SUI,MF,Guingamp,19-344,2003,6,2,253,0,0,0,0,1,0,,,,c4296e1f,abc4f6d7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.64,19,9,+10,+0.91,15.4,9.5,+5.9,-3.52,0,,,,,,,0,,,
Ella Kaabachi,tn TUN,MF,Soyaux,30-210,1992,8,4,344,0,0,0,0,0,0,0.1,0.1,0.7,4b99c42c,b54d31b3,3,1,32.7,0,0.02,-0.1,-0.1,0,159,1823,609,5,13,1,0,12,1,7,4,8,1,7,4,1,0,209,6,55,119,38,0,209,1,3,115,5,2,0,1.17,4,7,-3,+3.34,4.4,7.0,-2.7,+1.46,0,6,2,1,3,5,0,0,33,3,5
Ewelina Kamczyk,pl POL,"FW,MF",Fleury,26-292,1996,11,11,853,1,1,0,0,1,0,2.0,2.0,1.0,21699b45,4fcc2996,23,7,19.8,1,0.09,-1.0,-1.0,0,255,2588,672,18,15,7,1,26,9,10,7,10,1,9,8,4,0,387,10,69,151,176,34,387,11,22,254,35,0,0,2.75,14,4,+10,-4.00,15.8,3.3,+12.5,-1.19,0,12,22,3,15,16,0,0,54,6,10
Sakina Karchaoui,fr FRA,DF,Paris S-G,26-319,1996,9,9,810,1,1,0,0,0,0,0.6,0.6,2.0,cf7cde06,80595417,9,6,24.5,0,0.07,+0.4,+0.4,0,772,10040,3263,17,50,17,5,14,9,3,2,3,0,3,10,5,0,857,9,166,430,269,31,857,10,26,621,53,1,0,3.00,0,0,0,+0.09,0.2,0.1,0.0,+0.47,0,12,20,2,40,11,0,0,77,5,2
Jelena Karličić,me MNE,"DF,FW",Bordeaux,20-067,2002,8,4,322,0,1,0,0,0,0,0.1,0.1,1.5,9d109094,69dee2b0,2,0,17.8,0,0.03,-0.1,-0.1,0,96,1031,383,5,1,3,1,3,2,1,0,1,0,1,5,2,0,126,4,36,51,40,3,126,6,10,67,9,3,0,1.25,1,2,-1,-0.59,0.9,1.3,-0.4,-0.41,0,3,4,0,6,3,0,0,25,1,3
Sarah Kassi,fr FRA,MF,Fleury,19-093,2003,10,2,285,0,1,0,0,1,0,0.0,0.0,0.1,db446dab,4fcc2996,0,0,,0,,0.0,0.0,0,69,700,240,3,6,0,0,16,7,7,2,2,0,2,9,6,0,109,4,38,53,20,1,109,3,3,43,2,0,2,,,,,,,,,,0,9,4,0,0,10,0,0,17,0,1
İpek Kaya,tr TUR,"DF,MF",Soyaux,28-044,1994,10,10,830,1,0,0,0,1,0,0.4,0.4,0.4,eeec5382,b54d31b3,4,1,11.1,0,0.10,+0.6,+0.6,0,306,3877,2382,4,12,1,1,18,12,6,0,11,7,4,18,25,0,393,51,240,136,22,5,393,1,5,172,3,4,1,1.44,11,11,0,-0.21,5.1,8.8,-3.7,-0.47,0,5,0,1,1,11,0,1,62,12,5
Grace Kazadi,fr FRA,"DF,MF",Guingamp,21-314,2001,9,8,686,0,0,0,0,1,0,0.0,0.0,0.0,47898b58,abc4f6d7,2,0,26.6,0,0.02,0.0,0.0,0,429,6220,2518,1,31,0,0,26,17,9,0,11,7,4,12,7,0,508,33,244,218,53,2,508,3,7,275,6,0,7,3.00,10,0,+10,+3.50,4.3,0.3,+4.0,+0.16,0,10,8,0,2,17,0,0,88,2,5
Lea Khelifi,fr FRA,"FW,MF",Montpellier,23-213,1999,8,6,523,1,2,0,0,0,0,0.6,0.6,1.0,e1881e2a,7bbdea71,10,4,20.2,1,0.06,+0.4,+0.4,0,182,2096,543,6,19,2,0,4,0,3,1,3,1,2,1,3,0,231,5,26,125,80,8,231,1,11,164,26,2,1,2.78,17,5,+12,-1.05,15.7,3.6,+12.1,-0.11,0,2,10,0,6,1,0,0,30,3,4
Louise Kleczewski,fr FRA,MF,Le Havre,16-216,2006,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,4d787c01,c57b7254,0,0,,0,,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
Fadimatou Kome,cm CMR,"FW,MF",Soyaux,20-142,2002,8,5,438,0,1,0,0,0,0,0.1,0.1,0.1,9324b5c8,b54d31b3,4,1,26.0,0,0.03,-0.1,-0.1,0,137,1231,392,2,5,6,1,3,0,1,2,2,0,2,2,3,0,174,2,24,92,63,9,174,3,6,114,21,3,0,0.80,4,18,-14,+1.93,5.9,15.6,-9.7,+0.91,0,2,8,1,3,0,0,0,24,4,2
Inès Konan,ci CIV,"FW,DF",Fleury,20-337,2002,6,0,107,0,0,0,0,0,0,0.2,0.2,0.0,b789a81a,4fcc2996,5,2,19.5,0,0.04,-0.2,-0.2,0,21,212,66,1,2,0,0,2,1,0,1,0,0,0,0,1,0,36,1,6,7,24,8,36,1,2,25,8,1,0,2.60,18,5,+13,-1.30,15.8,3.2,+12.6,-0.82,0,1,1,0,3,2,0,0,4,0,4
Eva Kouache,fr FRA,DF,Le Havre,22-338,2000,10,9,809,0,0,0,0,2,0,0.0,0.0,0.5,b0c1f2f2,c57b7254,1,1,42.5,0,0.02,0.0,0.0,0,342,3658,2004,8,24,6,0,22,13,3,6,13,5,8,21,15,0,430,28,163,188,85,4,430,5,6,159,9,1,4,3.00,10,2,+8,+0.32,7.5,1.5,+6.0,-0.13,0,12,7,2,18,17,0,0,54,4,3
Rosemonde Kouassi,ci CIV,"FW,MF",Fleury,20-350,2001,9,7,623,4,0,0,0,4,2,2.5,2.5,0.7,1233544d,4fcc2996,23,12,15.0,0,0.11,+1.5,+1.5,0,180,1770,307,6,8,5,0,8,2,2,4,12,0,12,12,0,0,299,0,27,108,175,53,299,20,36,193,49,1,0,2.60,21,3,+18,+3.55,17.2,3.1,+14.1,+0.96,2,9,9,9,6,4,0,0,41,5,3
Anissa Lahmari,fr FRA,MF,Guingamp,25-297,1997,7,4,368,0,0,0,0,2,0,0.1,0.1,0.2,f67592fa,abc4f6d7,1,0,24.6,0,0.08,-0.1,-0.1,0,175,2060,751,4,9,2,1,10,2,4,4,5,1,4,9,1,0,219,4,37,108,75,2,219,5,12,146,16,0,0,0.40,5,19,-14,-1.44,11.2,17.1,-5.9,-1.72,0,14,5,0,16,4,0,0,24,4,4
Maëlle Lakrar,fr FRA,DF,Montpellier,22-198,2000,10,10,841,0,0,0,0,2,0,1.2,1.2,0.2,24357c35,7bbdea71,10,2,13.3,0,0.12,-1.2,-1.2,0,420,6909,2691,3,25,1,0,18,10,7,1,12,4,8,22,19,0,514,39,249,228,42,13,514,2,5,306,4,2,1,0.20,2,7,-5,-0.12,2.7,5.9,-3.2,+0.46,0,10,3,1,2,10,1,0,71,9,4
Alexandria Lamontagne,ca CAN,FW,Rodez,26-137,1996,10,10,817,3,0,0,0,1,0,3.7,2.9,0.8,9fabe673,700c41b4,15,7,14.0,0,0.18,-0.7,+0.1,0,169,1484,385,4,10,3,2,11,4,4,3,10,2,8,4,6,1,273,12,47,125,103,29,272,5,16,190,56,3,1,1.63,11,8,+3,+0.40,7.6,10.1,-2.5,-0.43,0,12,16,6,4,3,0,0,33,8,12
Tess Laplacette,fr FRA,DF,Paris FC,23-203,1999,9,5,452,0,0,0,0,1,0,0.2,0.2,0.3,13f17c63,28d9b675,2,0,18.0,0,0.11,-0.2,-0.2,0,345,3929,1434,4,18,4,2,1,1,0,0,9,1,8,8,10,0,388,9,102,189,100,7,388,2,4,229,15,4,1,0.50,1,7,-6,-1.02,,,,,0,4,3,1,13,1,0,0,46,1,1
Andréa Lardez,fr FRA,"DF,MF",Bordeaux,28-322,1994,11,11,990,0,2,0,0,3,0,0.1,0.1,0.6,72bc4912,69dee2b0,1,1,16.5,0,0.08,-0.1,-0.1,0,452,6208,3423,6,34,3,0,27,14,12,1,18,6,12,24,27,0,554,50,301,204,50,3,554,1,1,221,4,4,1,0.25,3,8,-5,+0.63,3.6,9.2,-5.6,+0.33,0,5,6,0,4,14,0,1,92,5,6
Rose Lavaud,fr FRA,"MF,FW",Dijon,30-249,1992,8,6,497,0,0,0,0,0,0,0.4,0.4,0.5,bf4fd8b8,68f9fd31,5,2,18.9,0,0.05,-0.4,-0.4,0,190,2398,586,3,7,1,0,7,5,1,1,5,0,5,7,3,0,248,4,70,111,69,7,248,2,9,174,21,0,0,1.64,17,5,+12,+2.58,12.7,7.2,+5.5,+0.26,0,2,8,1,10,4,0,0,35,1,1
Ashley Lawrence,ca CAN,"DF,FW",Paris S-G,27-183,1995,9,8,723,0,1,0,0,1,0,0.2,0.2,0.6,c219a715,80595417,4,0,21.9,0,0.04,-0.2,-0.2,0,563,7014,2946,5,55,13,3,13,3,8,2,5,1,4,7,3,0,611,10,97,350,173,12,611,13,22,411,29,0,0,2.78,20,4,+16,+1.78,16.8,3.3,+13.4,-0.09,0,8,3,1,25,10,0,0,53,5,7
Léa Le Garrec,fr FRA,MF,Fleury,29-155,1993,8,8,711,2,4,0,0,3,1,1.2,1.2,3.1,9533489c,4fcc2996,28,8,26.5,0,0.04,+0.8,+0.8,0,392,4587,1992,19,38,16,2,21,6,9,6,10,0,10,18,4,0,507,7,94,245,184,14,507,16,31,270,10,4,2,1.63,3,8,-5,-1.94,4.0,3.8,+0.2,-0.07,1,9,9,0,54,17,0,0,83,2,3
Margaux Le Mouël,fr FRA,MF,Paris FC,21-125,2001,6,3,330,0,1,0,0,0,0,0.3,0.3,0.6,f46aa87e,28d9b675,7,2,25.9,0,0.05,-0.3,-0.3,0,184,2068,523,4,7,1,1,12,5,6,1,4,0,4,8,2,0,218,2,45,123,54,6,218,4,7,116,6,8,1,1.70,4,5,-1,-1.72,3.3,3.2,+0.2,-0.69,0,9,7,0,3,4,0,0,34,7,3
Eugénie Le Sommer,fr FRA,FW,Lyon,33-207,1989,7,4,405,2,2,0,0,1,0,2.3,2.3,1.8,1139a223,7f2012ad,18,5,15.0,1,0.13,-0.3,-0.3,0,176,2156,590,14,4,12,2,5,0,3,2,1,0,1,4,0,0,221,1,9,55,160,28,221,5,9,141,35,0,0,0.50,8,20,-12,+5.13,7.6,22.1,-14.5,-2.04,0,2,5,2,24,4,0,0,19,6,1
Marie-Charlotte Léger,fr FRA,"MF,FW",Guingamp,26-273,1996,9,7,557,0,2,0,0,2,0,0.9,0.9,1.3,b7a09135,abc4f6d7,11,2,19.4,0,0.07,-0.9,-0.9,0,172,1665,483,6,10,2,1,18,10,6,2,5,0,5,13,3,0,270,3,55,129,94,14,270,7,18,153,22,1,1,0.33,5,17,-12,-0.73,9.9,14.3,-4.4,+1.18,0,13,11,5,15,9,0,0,49,6,8
Romane Lejeune,fr FRA,"MF,DF",Stade de Reims,18-063,2004,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,6920cf93,e3696882,0,0,,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.88,12,11,+1,-0.78,7.4,8.1,-0.7,-0.75,0,0,0,0,0,0,0,0,0,0,0
Justine Lerond,fr FRA,GK,Bordeaux,22-285,2000,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,5b0437e0,69dee2b0,0,0,,0,,0.0,0.0,0,106,1895,1339,0,1,0,0,0,0,0,0,0,0,0,0,0,1,109,86,108,1,0,0,109,0,0,37,0,1,2,3.00,0,0,0,-0.10,0.0,0.0,0.0,+0.48,0,0,1,0,0,0,0,0,9,0,0
Marie Levasseur,ca CAN,DF,Fleury,25-207,1997,11,11,939,0,0,0,0,1,0,0.1,0.1,0.0,40305f36,4fcc2996,2,0,15.9,0,0.04,-0.1,-0.1,0,523,6151,2633,1,24,3,2,27,17,9,1,10,2,8,38,15,0,645,25,263,264,126,9,645,5,10,245,19,3,2,0.13,4,13,-9,-0.29,4.0,12.0,-8.0,-0.20,0,6,8,0,19,21,0,0,84,14,5
Fiona Liaigre,fr FRA,"DF,MF",Bordeaux,17-340,2005,10,10,872,0,0,0,0,1,0,0.3,0.3,0.4,ff5d9386,69dee2b0,5,1,22.2,0,0.06,-0.3,-0.3,0,449,4499,2659,5,22,6,2,52,31,15,6,10,1,9,32,21,1,575,30,246,235,105,4,575,8,13,202,8,6,4,1.67,2,2,0,-1.02,2.2,1.6,+0.6,-0.01,0,4,10,0,7,32,0,0,77,1,11
Lisa Lichtfus,be BEL,GK,Dijon,22-348,1999,9,9,810,0,0,0,0,0,0,0.0,0.0,0.0,a484af3a,68f9fd31,0,0,,0,,0.0,0.0,0,416,7857,5443,0,0,0,0,1,1,0,0,0,0,0,1,12,0,464,427,464,0,0,0,464,0,0,188,0,1,0,1.30,13,15,-2,-3.19,9.6,14.9,-5.3,-1.06,0,0,2,0,0,0,0,1,9,0,1
Yang Lina,cn CHN,MF,Paris S-G,28-242,1994,2,0,44,0,0,0,0,0,0,0.0,0.0,0.0,00afe19f,80595417,0,0,,0,,0.0,0.0,0,36,532,242,0,6,0,0,3,2,1,0,0,0,0,0,0,0,40,0,13,26,1,0,40,0,0,24,0,2,0,1.67,11,5,+6,-0.11,10.3,5.2,+5.1,+0.51,0,1,1,0,0,3,0,0,5,1,0
Batcheba Louis,ht HAI,"FW,MF",Fleury,25-179,1997,11,10,842,4,1,0,0,1,0,2.5,2.5,2.0,a329b744,4fcc2996,11,7,12.8,0,0.23,+1.5,+1.5,0,206,1955,730,14,13,4,1,11,2,4,5,10,0,10,7,3,0,310,4,37,119,163,35,310,13,34,214,50,3,0,0.57,2,11,-9,-1.36,3.6,8.9,-5.3,-1.06,0,19,13,5,9,9,1,0,50,13,7
Kethna Louis,ht HAI,"FW,MF",Stade de Reims,26-128,1996,10,6,607,2,0,0,0,2,0,1.2,1.2,0.3,4b878100,e3696882,10,3,27.7,0,0.12,+0.8,+0.8,0,164,1631,414,3,7,2,0,19,8,10,1,10,1,9,8,6,0,257,9,47,147,68,10,257,9,18,157,22,0,0,1.60,18,12,+6,+2.17,13.8,10.4,+3.4,+0.98,0,14,11,2,5,13,0,0,46,11,7
Melvine Malard,fr FRA,"FW,MF",Lyon,22-166,2000,10,7,620,2,1,0,0,0,0,3.2,3.2,1.0,e99919aa,7f2012ad,24,9,14.6,0,0.14,-1.2,-1.2,0,211,2557,373,8,7,4,0,7,3,2,2,2,0,2,10,0,0,297,2,25,81,192,46,297,4,12,223,67,0,0,0.50,5,16,-11,+2.04,7.8,12.8,-5.0,+1.08,0,6,2,1,8,5,0,1,36,0,6
Alice Mallard Ventura,fr FRA,MF,Le Havre,17-317,2005,1,0,7,0,0,0,0,0,0,0.0,0.0,0.0,648e3a65,c57b7254,0,0,,0,,0.0,0.0,0,3,38,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,1,2,0,5,0,0,1,0,4,1,2.00,6,4,+2,-2.01,7.4,3.9,+3.5,-0.08,0,0,0,0,0,0,0,0,0,0,0
Héloïse Mansuy,fr FRA,"DF,MF",Guingamp,25-301,1997,10,10,900,1,0,0,0,1,0,1.2,1.2,0.2,7f820794,abc4f6d7,5,3,18.3,3,0.24,-0.2,-0.2,0,482,6729,3270,2,39,5,2,9,6,2,1,11,8,3,18,22,0,556,69,320,176,64,3,556,2,4,313,6,0,0,1.36,14,15,-1,,12.6,11.4,+1.2,,0,5,2,2,18,4,0,0,78,8,7
Dzsenifer Marozsán,de GER,MF,Lyon,30-237,1992,2,1,81,0,0,0,0,0,0,0.1,0.1,0.1,dd841e78,7f2012ad,2,2,26.9,0,0.03,-0.1,-0.1,0,37,435,129,2,3,0,0,2,0,0,2,0,0,0,2,0,0,45,0,7,18,21,0,45,0,0,25,3,2,2,1.00,4,17,-13,+0.55,4.9,13.9,-9.0,+0.25,0,2,0,1,3,2,0,0,4,1,0
Lieke Martens,nl NED,"FW,MF",Paris S-G,29-360,1992,7,4,380,2,0,0,0,0,0,1.9,1.9,0.5,939b7d31,80595417,16,7,15.3,2,0.12,+0.1,+0.1,0,172,1931,423,6,10,6,3,2,0,1,1,3,0,3,1,0,0,200,0,8,80,115,25,200,3,4,168,35,1,0,2.78,17,4,+13,+0.09,15.0,3.0,+12.0,-0.05,0,0,3,4,11,1,0,0,15,4,4
Morgane Martins,fr FRA,DF,Dijon,24-342,1998,10,8,731,0,0,0,0,0,0,0.1,0.1,0.1,65a183c4,68f9fd31,1,1,20.3,0,0.06,-0.1,-0.1,0,398,5066,2204,4,11,2,0,40,32,8,0,14,1,13,20,20,0,516,30,263,196,65,1,516,7,15,240,7,0,0,2.13,16,3,+13,+2.61,13.6,6.0,+7.6,+1.49,0,8,6,0,6,28,1,0,65,1,5
Clara Matéo,fr FRA,FW,Paris FC,25-013,1997,10,9,790,4,1,0,0,0,0,4.4,4.4,1.2,acd235bb,28d9b675,30,16,15.1,0,0.14,+0.6,+0.6,0,383,2701,1038,10,18,13,3,11,3,5,3,13,1,12,11,6,0,525,9,63,214,255,60,525,16,41,356,68,3,0,2.33,8,0,+8,+1.23,6.6,1.9,+4.7,+0.96,0,5,11,2,25,7,0,0,56,8,4
Esther Mbakem-Niaro,fr FRA,"FW,MF",Montpellier,20-338,2002,9,3,358,0,0,0,0,0,0,0.8,0.8,0.0,3b900b1e,7bbdea71,8,1,11.9,0,0.11,-0.8,-0.8,0,77,846,126,1,2,0,0,3,2,1,0,3,0,3,1,1,0,118,1,6,36,76,18,118,4,8,85,25,0,10,,,,,,,,,,0,7,9,4,3,2,0,0,13,2,5
